IdValeSalida,IdProducto,PrecioCosto,Pventa,Cantidad,Saldo,idvalearea
1487,8,156,750,1,,1
1488,64,212,0,1,,1
1488,64,212,0,1,,1
1488,64,212,0,1,,1
1488,64,212,0,1,,1
1488,8,156,0,1,,1
1489,8,156,0,1,,1
1490,56,192,850,1,,1
1490,66,290,850,1,,1
1491,55,328,1200,1,,1
1492,88,225.35,600,1,,1
1493,92,300,600,1,,1
1494,64,212,1150,1,,1
1494,64,212,1150,1,,1
1494,64,212,1150,1,,1
1494,64,212,1150,1,,1
1494,88,225.35,600,1,,1
1495,92,300,600,1,,1
1495,55,328,1200,1,,1
1495,8,156,750,1,,1
1496,55,328,1200,1,,1
1496,77,41.75,50,1,,1
1497,87,491.32,950,1,,1
1497,77,41.75,50,1,,1
1497,78,65,600,1,,1
1497,62,310,950,1,,1
1497,93,300,600,1,,1
1497,87,491.32,950,1,,1
1497,86,349.29,700,1,,1
1497,77,41.75,50,1,,1
1498,55,328,1200,1,,1
1498,77,41.75,50,1,,1
1499,78,65,600,1,,1
1500,55,328,1200,1,,1
1501,64,212,1150,1,,4
1501,16,100,600,1,,4
1501,88,225.35,600,1,,4
1501,87,491.32,950,1,,4
1501,82,251.84,700,1,,4
1501,82,251.84,700,1,,4
1501,85,315.4,700,1,,4
1501,55,328,1200,1,,4
1501,77,41.75,50,1,,4
1501,77,41.75,50,1,,4
1501,77,41.75,50,1,,4
1501,85,315.4,700,1,,4
1501,90,415.65,950,1,,4
1502,64,212,0,1,,1
1502,64,212,0,1,,1
1502,64,212,0,1,,1
1502,64,212,0,1,,1
1503,92,300,0,1,,1
1503,8,156,0,1,,1
1503,66,290,0,1,,1
1503,66,290,0,1,,1
1503,66,290,0,1,,1
1503,88,225.35,0,1,,1
1503,89,511.39,0,1,,1
1503,77,41.75,0,1,,1
1504,88,225.35,600,1,,1
1505,87,491.32,950,1,,2
1505,60,280,1000,1,,2
1506,88,225.35,600,1,,2
1507,78,65,600,1,,4
1507,55,328,1200,1,,4
1508,52,208,750,1,,3
1509,56,192,850,1,,1
1510,55,328,1200,1,,1
1510,55,328,1200,1,,1
1510,77,41.75,50,1,,1
1511,55,328,1200,1,,1
1512,88,225.35,600,1,,1
1513,92,300,600,1,,1
1514,89,511.39,950,1,,1
1515,8,156,750,1,,1
1515,16,100,600,1,,1
1516,90,415.65,950,1,,1
1516,56,192,850,1,,1
1516,16,100,600,1,,1
1517,64,212,1150,1,,1
1517,64,212,1150,1,,1
1517,55,328,1200,1,,1
1517,55,328,1200,1,,1
1518,16,100,600,1,,1
1519,92,300,600,1,,1
1520,64,212,1150,1,,1
1521,88,225.35,600,1,,1
1521,88,225.35,600,1,,1
1522,73,260,0,1,,1
1522,14,120,0,1,,1
1523,64,212,0,1,,1
1523,8,156,0,1,,1
1523,8,156,0,1,,1
1523,64,212,0,1,,1
1523,8,156,0,1,,1
1523,8,156,0,1,,1
1523,64,212,0,1,,1
1524,88,225.35,600,1,,1
1525,92,300,600,1,,1
1525,86,349.29,700,1,,1
1526,64,212,1150,1,,2
1526,64,212,1150,1,,2
1527,55,328,1200,1,,1
1527,53,243.4,950,1,,1
1527,53,243.4,950,1,,1
1527,61,310,950,1,,1
1527,62,310,950,1,,1
1527,1,200,750,1,,1
1527,77,41.75,50,1,,1
1527,77,41.75,50,1,,1
1528,8,156,750,1,,1
1528,8,156,750,1,,1
1529,16,100,600,1,,3
1529,8,156,750,1,,3
1530,8,156,750,1,,2
1531,85,315.4,700,1,,2
1531,85,315.4,700,1,,2
1531,85,315.4,700,1,,2
1531,85,315.4,700,1,,2
1531,85,315.4,700,1,,2
1531,55,328,1200,1,,2
1531,55,328,1200,1,,2
1531,16,100,600,1,,2
1531,16,100,600,1,,2
1531,77,41.75,50,1,,2
1531,77,41.75,50,1,,2
1532,88,225.35,0,1,,2
1532,56,192,0,1,,2
1532,56,192,0,1,,2
1533,64,212,0,1,,2
1533,64,212,0,1,,2
1533,64,212,0,1,,2
1533,64,212,0,1,,2
1534,89,511.39,950,1,,2
1534,89,511.39,950,1,,2
1535,8,156,750,1,,1
1536,93,300,600,1,,1
1536,86,349.29,700,1,,1
1536,86,349.29,700,1,,1
1537,64,212,1150,1,,1
1538,64,212,1150,1,,1
1539,67,284.12,1200,1,,1
1539,16,100,600,1,,1
1539,77,41.75,50,1,,1
1540,8,156,750,1,,1
1542,55,328,1200,1,,1
1542,93,300,600,1,,1
1542,64,212,1150,1,,1
1542,76,20.75,50,1,,1
1543,64,212,1150,1,,1
1544,64,212,1150,1,,1
1545,95,164,600,1,,2
1545,51,300,800,1,,2
1546,88,225.35,600,1,,1
1547,56,192,0,1,,1
1547,64,212,0,1,,1
1548,8,156,750,1,,1
1549,55,328,1200,1,,1
1549,93,300,600,1,,1
1550,64,212,1150,1,,1
1550,90,415.65,950,1,,1
1551,64,212,1150,1,,1
1551,87,491.32,950,1,,1
1552,8,156,750,1,,1
1552,8,156,750,1,,1
1553,16,100,600,1,,1
1553,94,117,600,1,,1
1555,89,511.39,950,1,,1
1555,64,212,1150,1,,1
1555,88,225.35,600,1,,1
1556,14,120,600,1,,1
1556,82,251.84,700,1,,1
1557,14,120,600,1,,1
1557,86,349.29,700,1,,1
1557,14,120,600,1,,1
1558,61,310,950,1,,1
1558,61,310,950,1,,1
1558,77,41.75,50,1,,1
1559,56,192,850,1,,1
1559,52,208,750,1,,1
1560,64,212,0,1,,1
1560,85,315.4,0,1,,1
1561,64,212,0,1,,1
1561,64,212,0,1,,1
1561,64,212,0,1,,1
1562,64,212,0,1,,1
1562,64,212,0,1,,1
1562,64,212,0,1,,1
1562,64,212,0,1,,1
1562,64,212,0,1,,1
1562,55,328,0,1,,1
1562,91,47.45,0,1,,1
1562,91,47.45,0,1,,1
1562,91,47.45,0,1,,1
1562,91,47.45,0,1,,1
1562,91,47.45,0,1,,1
1562,91,47.45,0,1,,1
1562,91,47.45,0,1,,1
1562,91,47.45,0,1,,1
1562,91,47.45,0,1,,1
1562,58,288,0,1,,1
1562,87,491.32,0,1,,1
1562,86,349.29,0,1,,1
1562,89,511.39,0,1,,1
1562,56,192,0,1,,1
1562,8,156,0,1,,1
1562,88,225.35,0,1,,1
1562,90,415.65,0,1,,1
1562,90,415.65,0,1,,1
1562,56,192,0,1,,1
1563,88,225.35,600,1,,1
1563,89,511.39,950,1,,1
1564,64,212,1150,1,,1
1566,56,192,850,1,,1
1567,64,212,1150,1,,1
1567,62,310,950,1,,1
1567,64,212,1150,1,,1
1567,95,164,600,1,,1
1568,88,225.35,600,1,,1
1568,88,225.35,600,1,,1
1569,86,349.29,700,1,,1
1570,78,65,600,1,,1
1570,78,65,600,1,,1
1570,53,243.4,950,1,,1
1570,55,328,1200,1,,1
1571,16,100,600,1,,1
1572,56,192,850,1,,1
1573,64,212,1150,1,,1
1573,67,284.12,1200,1,,1
1573,16,100,600,1,,1
1573,61,310,950,1,,1
1573,61,310,950,1,,1
1573,77,41.75,50,1,,1
1574,14,120,0,1,,1
1574,14,120,0,1,,1
1575,64,212,0,1,,1
1575,64,212,0,1,,1
1575,64,212,0,1,,1
1575,64,212,0,1,,1
1576,16,100,600,1,,4
1577,8,156,750,1,,1
1577,8,156,750,1,,1
1578,64,212,1150,1,,2
1578,55,328,1200,1,,2
1578,88,225.35,600,1,,2
1579,85,315.4,700,1,,3
1579,85,315.4,700,1,,3
1579,55,328,1200,1,,3
1579,88,225.35,600,1,,3
1579,77,41.75,50,1,,3
1579,77,41.75,50,1,,3
1580,64,212,1150,1,,6
1580,86,349.29,700,1,,6
1581,64,212,1150,1,,5
1582,90,415.65,950,1,,2
1582,78,65,600,1,,2
1582,73,260,800,1,,2
1582,87,491.32,950,1,,2
1583,92,300,600,1,,5
1584,16,100,600,1,,4
1585,92,300,600,1,,1
1585,86,349.29,700,1,,1
1586,64,212,1150,1,,5
1587,16,100,600,1,,5
1588,64,212,0,1,,1
1588,64,212,0,1,,1
1588,64,212,0,1,,1
1588,64,212,0,1,,1
1589,88,225.35,600,1,,1
1590,14,120,0,1,,1
1590,64,212,0,1,,1
1591,88,225.35,600,1,,1
1592,78,65,0,1,,1
1592,67,284.12,0,1,,1
1593,64,212,1150,1,,1
1593,53,243.4,950,1,,1
1594,64,212,1150,1,,1
1595,64,212,1150,1,,1
1596,64,212,1150,1,,1
1597,90,415.65,950,1,,1
1598,55,328,1200,1,,1
1599,64,212,0,1,,1
1599,64,212,0,1,,1
1599,64,212,0,1,,1
1600,89,511.39,0,1,,1
1600,89,511.39,0,1,,1
1600,89,511.39,0,1,,1
1600,89,511.39,0,1,,1
1600,92,300,0,1,,1
1601,53,243.4,950,1,,1
1601,53,243.4,950,1,,1
1601,95,164,600,1,,1
1601,1,200,750,1,,1
1602,88,225.35,600,1,,1
1602,77,41.75,50,1,,1
1603,64,212,1150,1,,1
1603,55,328,1200,1,,1
1604,67,284.12,1200,1,,1
1604,1,200,750,1,,1
1604,92,300,600,1,,1
1605,86,349.29,700,1,,1
1606,95,164,600,1,,1
1607,53,243.4,950,1,,1
1608,64,212,1150,1,,1
1609,64,212,0,1,,1
1609,64,212,0,1,,1
1609,64,212,0,1,,1
1610,92,300,0,1,,1
1610,56,192,0,1,,1
1610,56,192,0,1,,1
1611,64,212,1150,1,,1
1612,14,120,600,1,,1
1613,87,491.32,950,1,,1
1613,92,300,600,1,,1
1614,64,212,1150,1,,1
1614,87,491.32,950,1,,1
1614,95,164,600,1,,1
1615,64,212,0,1,,1
1616,55,328,1200,1,,3
1616,77,41.75,50,1,,3
1617,56,192,850,1,,1
1618,8,156,750,1,,5
1618,8,156,750,1,,5
1619,90,415.65,950,1,,3
1619,61,310,950,1,,3
1619,77,41.75,50,1,,3
1619,62,310,950,1,,3
1620,64,212,1150,1,,1
1620,55,328,1200,1,,1
1621,16,100,600,1,,2
1622,62,310,950,1,,1
1622,62,310,950,1,,1
1622,61,310,950,1,,1
1622,61,310,950,1,,1
1622,85,315.4,700,1,,1
1622,85,315.4,700,1,,1
1622,85,315.4,700,1,,1
1622,85,315.4,700,1,,1
1622,87,491.32,950,1,,1
1622,87,491.32,950,1,,1
1622,87,491.32,950,1,,1
1622,87,491.32,950,1,,1
1622,89,511.39,950,1,,1
1622,89,511.39,950,1,,1
1622,89,511.39,950,1,,1
1622,89,511.39,950,1,,1
1622,88,225.35,600,1,,1
1622,88,225.35,600,1,,1
1622,88,225.35,600,1,,1
1622,88,225.35,600,1,,1
1622,55,328,1200,1,,1
1622,55,328,1200,1,,1
1622,55,328,1200,1,,1
1622,55,328,1200,1,,1
1622,67,284.12,1200,1,,1
1622,86,349.29,700,1,,1
1622,86,349.29,700,1,,1
1622,86,349.29,700,1,,1
1622,77,41.75,50,1,,1
1622,77,41.75,50,1,,1
1622,77,41.75,50,1,,1
1622,77,41.75,50,1,,1
1622,77,41.75,50,1,,1
1622,77,41.75,50,1,,1
1622,77,41.75,50,1,,1
1622,77,41.75,50,1,,1
1622,77,41.75,50,1,,1
1623,16,100,600,1,,2
1624,64,212,1150,1,,4
1625,64,212,0,1,,1
1625,64,212,0,1,,1
1625,64,212,0,1,,1
1625,64,212,0,1,,1
1626,8,156,0,1,,1
1626,8,156,0,1,,1
1626,90,415.65,0,1,,1
1626,86,349.29,0,1,,1
1626,64,212,0,1,,1
1627,85,315.4,700,1,,5
1628,61,310,950,1,,1
1629,90,415.65,950,1,,4
1629,90,415.65,950,1,,4
1629,90,415.65,950,1,,4
1629,90,415.65,950,1,,4
1629,90,415.65,950,1,,4
1629,77,41.75,50,1,,4
1629,77,41.75,50,1,,4
1630,1,200,650,1,,1
1630,1,200,650,1,,1
1630,77,41.75,50,1,,1
1631,92,300,600,1,,1
1632,87,491.32,950,1,,1
1632,92,300,600,1,,1
1633,66,290,750,1,,1
1634,64,212,1150,1,,1
1634,89,511.39,950,1,,1
1634,62,310,950,1,,1
1635,66,290,750,1,,5
1636,65,164,950,1,,3
1637,92,300,600,1,,2
1637,92,300,600,1,,2
1637,16,100,600,1,,2
1637,85,315.4,700,1,,2
1637,55,328,1200,1,,2
1638,85,315.4,700,1,,1
1638,64,212,1150,1,,1
1638,16,100,600,1,,1
1638,85,315.4,700,1,,1
1638,85,315.4,700,1,,1
1638,85,315.4,700,1,,1
1638,55,328,1200,1,,1
1638,55,328,1200,1,,1
1638,77,41.75,50,1,,1
1638,77,41.75,50,1,,1
1639,64,212,0,1,,1
1640,64,212,0,1,,5
1640,64,212,0,1,,5
1640,64,212,0,1,,5
1641,16,100,600,1,,1
1642,88,225.35,600,1,,5
1643,16,100,600,1,,1
1643,62,310,950,1,,1
1644,64,212,1150,1,,1
1644,64,212,1150,1,,1
1644,53,243.4,950,1,,1
1645,55,328,1200,1,,1
1645,14,120,600,1,,1
1646,14,120,600,1,,1
1646,16,100,600,1,,1
1647,67,284.12,1200,1,,1
1647,16,100,600,1,,1
1648,95,164,600,1,,1
1648,87,491.32,950,1,,1
1649,55,328,1200,1,,1
1649,56,192,850,1,,1
1649,16,100,600,1,,1
1650,16,100,600,1,,1
1651,16,100,600,1,,1
1652,64,212,1150,1,,1
1652,64,212,1150,1,,1
1652,94,117,600,1,,1
1652,8,156,750,1,,1
1652,8,156,750,1,,1
1652,89,511.39,950,1,,1
1652,62,310,950,1,,1
1652,88,225.35,600,1,,1
1653,64,212,1150,1,,1
1654,52,208,750,1,,1
1654,64,212,1150,1,,1
1655,64,212,0,1,,1
1655,64,212,0,1,,1
1655,64,212,0,1,,1
1656,95,164,600,1,,3
1656,95,164,600,1,,3
1657,56,192,850,1,,1
1657,53,243.4,950,1,,1
1658,1,200,650,1,,1
1659,88,225.35,600,1,,4
1660,55,328,1200,1,,1
1660,55,328,1200,1,,1
1660,4,252,750,1,,1
1660,92,300,600,1,,1
1661,56,192,850,1,,1
1661,8,156,750,1,,1
1662,94,117,600,1,,3
1662,94,117,600,1,,3
1662,14,120,600,1,,3
1663,64,212,1150,1,,2
1663,62,310,950,1,,2
1664,55,328,0,1,,1
1664,77,41.75,0,1,,1
1664,16,100,0,1,,1
1665,14,120,600,1,,1
1666,56,192,850,1,,1
1666,76,20.75,50,1,,1
1667,64,212,0,1,,1
1667,64,212,0,1,,1
1667,64,212,0,1,,1
1667,64,212,0,1,,1
1667,8,156,0,1,,1
1668,95,164,600,1,,1
1668,8,156,750,1,,1
1669,88,225.35,600,1,,1
1670,88,225.35,600,1,,1
1671,16,100,600,1,,1
1671,67,284.12,1200,1,,1
1672,64,212,1150,1,,1
1673,53,243.4,950,1,,1
1673,95,164,600,1,,1
1674,55,328,1200,1,,2
1674,77,41.75,50,1,,2
1675,8,156,750,1,,1
1676,64,212,0,1,,1
1676,64,212,0,1,,1
1677,64,212,1150,1,,1
1677,88,225.35,600,1,,1
1678,88,225.35,600,1,,2
1679,64,212,1150,1,,1
1680,64,212,1150,1,,1
1680,88,225.35,600,1,,1
1680,61,310,950,1,,1
1681,61,310,950,1,,1
1682,94,117,600,1,,1
1683,65,164,950,1,,1
1683,94,117,600,1,,1
1683,55,328,1200,1,,1
1683,64,212,1150,1,,1
1684,53,243.4,950,1,,1
1684,95,164,600,1,,1
1685,64,212,0,1,,1
1685,66,290,0,1,,1
1685,55,328,0,1,,1
1686,53,243.4,950,1,,1
1686,53,243.4,950,1,,1
1686,1,200,650,1,,1
1687,55,328,1200,1,,1
1687,92,300,600,1,,1
1687,16,100,600,1,,1
1687,61,310,950,1,,1
1687,90,415.65,950,1,,1
1687,90,415.65,950,1,,1
1687,90,415.65,950,1,,1
1687,90,415.65,950,1,,1
1687,77,41.75,50,1,,1
1687,77,41.75,50,1,,1
1688,56,192,850,1,,1
1689,92,300,600,1,,1
1689,91,47.45,180,1,,1
1689,91,47.45,180,1,,1
1689,91,47.45,180,1,,1
1689,91,47.45,180,1,,1
1689,86,349.29,700,1,,1
1689,88,225.35,600,1,,1
1689,77,41.75,50,1,,1
1689,64,212,1150,1,,1
1690,67,284.12,1200,1,,1
1690,77,41.75,50,1,,1
1691,16,100,600,1,,1
1691,8,156,750,1,,1
1691,8,156,750,1,,1
1692,95,164,600,1,,1
1693,88,225.35,600,1,,1
1694,56,192,0,1,,1
1694,56,192,0,1,,1
1694,64,212,0,1,,1
1694,66,290,0,1,,1
1695,14,120,0,1,,1
1695,64,212,0,1,,1
1695,64,212,0,1,,1
1695,64,212,0,1,,1
1696,56,192,850,1,,1
1697,55,328,1200,1,,1
1697,94,117,600,1,,1
1698,14,120,600,1,,1
1699,56,192,850,1,,1
1700,4,252,750,1,,1
1700,53,243.4,950,1,,1
1700,4,252,750,1,,1
1701,52,208,750,1,,1
1701,64,212,1150,1,,1
1701,88,225.35,600,1,,1
1701,77,41.75,50,1,,1
1702,55,328,1200,1,,1
1702,51,300,700,1,,1
1703,56,192,850,1,,1
1703,90,415.65,950,1,,1
1703,90,415.65,950,1,,1
1703,14,120,600,1,,1
1704,95,164,600,1,,1
1705,16,100,600,1,,1
1705,56,192,850,1,,1
1705,52,208,750,1,,1
1705,52,208,750,1,,1
1705,52,208,750,1,,1
1705,77,41.75,50,1,,1
1705,77,41.75,50,1,,1
1706,95,164,600,1,,1
1707,64,212,1150,1,,1
1708,64,212,0,1,,1
1708,64,212,0,1,,1
1708,64,212,0,1,,1
1708,64,212,0,1,,1
1708,14,120,0,1,,1
1709,64,212,1150,1,,1
1710,92,300,600,1,,1
1711,3,150,600,1,,1
1712,55,328,1200,1,,1
1713,78,65,600,1,,1
1713,88,225.35,600,1,,1
1714,88,225.35,600,1,,1
1715,64,212,1150,1,,1
1715,53,243.4,950,1,,1
1716,55,328,1200,1,,1
1716,99,285,600,1,,1
1717,64,212,1150,1,,1
1717,64,212,1150,1,,1
1718,14,120,0,1,,2
1718,14,120,0,1,,2
1718,14,120,0,1,,2
1718,14,120,0,1,,2
1718,14,120,0,1,,2
1718,14,120,0,1,,2
1719,64,212,0,1,,2
1719,8,156,0,1,,2
1719,8,156,0,1,,2
1719,64,212,0,1,,2
1719,64,212,0,1,,2
1720,56,192,850,1,,4
1721,56,192,850,1,,4
1722,56,192,850,1,,2
1723,56,192,850,1,,3
1723,78,65,600,1,,3
1724,88,225.35,600,1,,3
1724,88,225.35,600,1,,3
1725,55,328,1200,1,,1
1725,3,150,600,1,,1
1725,56,192,850,1,,1
1725,61,310,950,1,,1
1725,77,41.75,50,1,,1
1726,8,156,750,1,,1
1726,55,328,1200,1,,1
1727,64,212,0,1,,1
1728,93,300,600,1,,1
1729,64,212,1150,1,,1
1729,64,212,1150,1,,1
1729,8,156,750,1,,1
1730,89,511.39,950,1,,1
1730,89,511.39,950,1,,1
1730,86,349.29,700,1,,1
1730,87,491.32,950,1,,1
1730,77,41.75,50,1,,1
1730,77,41.75,50,1,,1
1731,82,251.84,700,1,,1
1733,95,164,600,1,,1
1733,95,164,600,1,,1
1733,90,415.65,950,1,,1
1733,61,310,950,1,,1
1733,16,100,600,1,,1
1733,62,310,950,1,,1
1733,53,243.4,950,1,,1
1733,95,164,600,1,,1
1733,53,243.4,950,1,,1
1734,64,212,0,1,,1
1734,64,212,0,1,,1
1734,64,212,0,1,,1
1734,64,212,0,1,,1
1735,88,225.35,600,1,,1
1735,88,225.35,600,1,,1
1735,87,491.32,950,1,,1
1736,56,192,850,1,,1
1736,64,212,1150,1,,1
1736,64,212,1150,1,,1
1736,61,310,950,1,,1
1736,16,100,600,1,,1
1737,61,310,950,1,,1
1737,62,310,950,1,,1
1737,65,164,950,1,,1
1737,16,100,600,1,,1
1738,64,212,1150,1,,1
1739,62,310,950,1,,1
1740,64,212,1150,1,,1
1741,16,100,600,1,,1
1741,64,212,1150,1,,1
1741,14,120,600,1,,1
1742,64,212,0,1,,1
1742,64,212,0,1,,1
1742,64,212,0,1,,1
1742,64,212,0,1,,1
1743,64,212,1150,1,,2
1744,86,349.29,700,1,,4
1744,95,164,600,1,,4
1745,16,100,600,1,,1
1746,91,47.45,180,1,,4
1746,91,47.45,180,1,,4
1746,86,349.29,700,1,,4
1746,14,120,600,1,,4
1746,90,415.65,950,1,,4
1746,77,41.75,50,1,,4
1747,8,156,750,1,,5
1747,8,156,750,1,,5
1748,99,285,600,1,,6
1749,56,192,0,1,,5
1749,14,120,0,1,,5
1749,86,349.29,0,1,,5
1750,14,120,600,1,,2
1751,64,212,0,1,,2
1751,64,212,0,1,,2
1751,64,212,0,1,,2
1752,64,212,1150,1,,1
1752,90,415.65,950,1,,1
1753,64,212,1150,1,,1
1753,87,491.32,950,1,,1
1753,89,511.39,950,1,,1
1754,16,100,500,1,,1
1755,89,511.39,950,1,,1
1756,64,212,1150,1,,1
1756,86,349.29,700,1,,1
1756,87,491.32,950,1,,1
1756,77,41.75,50,1,,1
1757,14,120,600,1,,1
1758,64,212,1150,1,,1
1759,14,120,600,1,,1
1760,91,47.45,180,1,,1
1760,91,47.45,180,1,,1
1760,88,225.35,600,1,,1
1761,56,192,850,1,,1
1761,16,100,500,1,,1
1762,1,200,650,1,,1
1762,88,225.35,600,1,,1
1763,16,100,500,1,,1
1764,8,156,0,1,,1
1764,8,156,0,1,,1
1764,8,156,0,1,,1
1764,8,156,0,1,,1
1764,8,156,0,1,,1
1764,8,156,0,1,,1
1764,8,156,0,1,,1
1764,8,156,0,1,,1
1764,8,156,0,1,,1
1764,8,156,0,1,,1
1764,8,156,0,1,,1
1764,8,156,0,1,,1
1764,8,156,0,1,,1
1764,8,156,0,1,,1
1765,56,192,0,1,,1
1766,8,156,0,1,,1
1766,8,156,0,1,,1
1766,8,156,0,1,,1
1766,1,200,0,1,,1
1767,61,310,0,1,,1
1767,64,212,0,1,,1
1767,64,212,0,1,,1
1767,64,212,0,1,,1
1768,89,511.39,950,1,,1
1770,95,164,600,1,,1
1771,56,192,850,1,,1
1772,78,65,600,1,,1
1772,55,328,1200,1,,1
1773,78,65,600,1,,1
1773,89,511.39,950,1,,1
1774,64,212,1150,1,,1
1774,86,349.29,700,1,,1
1774,16,100,500,1,,1
1775,8,156,0,1,,1
1775,8,156,0,1,,1
1775,8,156,0,1,,1
1775,8,156,0,1,,1
1775,8,156,0,1,,1
1775,8,156,0,1,,1
1775,8,156,0,1,,1
1775,8,156,0,1,,1
1775,8,156,0,1,,1
1775,8,156,0,1,,1
1775,8,156,0,1,,1
1775,8,156,0,1,,1
1775,8,156,0,1,,1
1775,8,156,0,1,,1
1775,8,156,0,1,,1
1775,8,156,0,1,,1
1776,62,310,0,1,,1
1776,61,310,0,1,,1
1776,109,243.08,0,1,,1
1777,109,243.08,600,1,,1
1777,88,225.35,600,1,,1
1778,87,491.32,950,1,,1
1778,99,285,600,1,,1
1778,52,208,750,1,,1
1779,78,65,600,1,,1
1779,89,511.39,950,1,,1
1780,109,243.08,600,1,,1
1781,78,65,600,1,,1
1782,64,212,0,1,,1
1783,16,100,500,1,,1
1784,64,212,1150,1,,3
1784,64,212,1150,1,,3
1785,55,328,1200,1,,4
1785,55,328,1200,1,,4
1785,53,243.4,950,1,,4
1785,1,200,650,1,,4
1785,78,65,600,1,,4
1786,90,415.65,0,1,,1
1786,90,415.65,0,1,,1
1786,90,415.65,0,1,,1
1786,109,243.08,0,1,,1
1786,8,156,0,1,,1
1786,73,260,0,1,,1
1786,64,212,0,1,,1
1787,8,156,0,1,,1
1787,8,156,0,1,,1
1787,8,156,0,1,,1
1787,8,156,0,1,,1
1787,8,156,0,1,,1
1787,8,156,0,1,,1
1787,8,156,0,1,,1
1787,8,156,0,1,,1
1787,8,156,0,1,,1
1787,8,156,0,1,,1
1787,8,156,0,1,,1
1787,8,156,0,1,,1
1787,8,156,0,1,,1
1787,8,156,0,1,,1
1787,8,156,0,1,,1
1788,16,100,500,1,,1
1788,64,212,1150,1,,1
1789,88,225.35,600,1,,4
1789,16,100,500,1,,4
1790,90,415.65,950,1,,1
1790,90,415.65,950,1,,1
1790,90,415.65,950,1,,1
1790,90,415.65,950,1,,1
1790,90,415.65,950,1,,1
1790,90,415.65,950,1,,1
1790,109,243.08,600,1,,1
1790,109,243.08,600,1,,1
1790,109,243.08,600,1,,1
1790,109,243.08,600,1,,1
1790,77,41.75,50,1,,1
1790,77,41.75,50,1,,1
1790,77,41.75,50,1,,1
1791,88,225.35,600,1,,4
1792,16,100,500,1,,2
1792,64,212,1150,1,,2
1793,88,225.35,600,1,,2
1794,78,65,600,1,,1
1794,78,65,600,1,,1
1794,1,200,650,1,,1
1794,66,290,750,1,,1
1795,88,225.35,600,1,,1
1795,88,225.35,600,1,,1
1795,88,225.35,600,1,,1
1796,14,120,0,1,,1
1796,16,100,0,1,,1
1797,55,328,1200,1,,1
1797,55,328,1200,1,,1
1797,89,511.39,950,1,,1
1797,1,200,650,1,,1
1797,73,260,700,1,,1
1797,114,0,350,1,,1
1798,16,100,500,1,,1
1799,14,120,600,1,,1
1799,88,225.35,600,1,,1
1799,16,100,500,1,,1
1799,88,225.35,600,1,,1
1799,77,41.75,50,1,,1
1800,64,212,1150,1,,1
1801,16,100,500,1,,1
1802,88,225.35,600,1,,1
1803,89,511.39,950,1,,1
1804,64,212,1150,1,,1
1804,55,328,1200,1,,1
1805,90,415.65,0,1,,1
1805,77,41.75,0,1,,1
1805,8,156,0,1,,1
1805,56,192,0,1,,1
1806,88,225.35,600,1,,1
1807,8,156,0,1,,1
1807,8,156,0,1,,1
1807,8,156,0,1,,1
1807,8,156,0,1,,1
1807,8,156,0,1,,1
1807,8,156,0,1,,1
1807,8,156,0,1,,1
1807,8,156,0,1,,1
1807,8,156,0,1,,1
1807,8,156,0,1,,1
1807,8,156,0,1,,1
1807,8,156,0,1,,1
1807,8,156,0,1,,1
1807,8,156,0,1,,1
1807,8,156,0,1,,1
1807,8,156,0,1,,1
1808,88,225.35,600,1,,1
1808,114,0,350,1,,1
1808,86,349.29,700,1,,1
1808,77,41.75,50,1,,1
1808,66,290,750,1,,1
1809,8,156,750,1,,1
1809,8,156,750,1,,1
1810,16,100,500,1,,1
1810,67,284.12,1200,1,,1
1811,56,192,850,1,,1
1812,55,328,1200,1,,1
1812,88,225.35,600,1,,1
1813,56,192,850,1,,1
1813,16,100,500,1,,1
1814,88,225.35,600,1,,1
1814,92,300,600,1,,1
1815,113,0,0,1,,1
1815,113,0,0,1,,1
1815,113,0,0,1,,1
1815,113,0,0,1,,1
1815,113,0,0,1,,1
1815,113,0,0,1,,1
1815,113,0,0,1,,1
1815,113,0,0,1,,1
1815,113,0,0,1,,1
1815,113,0,0,1,,1
1815,113,0,0,1,,1
1815,113,0,0,1,,1
1815,113,0,0,1,,1
1815,113,0,0,1,,1
1815,113,0,0,1,,1
1816,56,192,0,1,,1
1816,61,310,0,1,,1
1817,64,212,1150,1,,1
1817,64,212,1150,1,,1
1817,88,225.35,600,1,,1
1818,56,192,850,1,,1
1819,86,349.29,700,1,,1
1819,89,511.39,950,1,,1
1819,77,41.75,50,1,,1
1819,113,0,750,1,,1
1820,90,415.65,950,1,,1
1820,90,415.65,950,1,,1
1821,87,491.32,950,1,,3
1821,61,310,950,1,,3
1821,64,212,1150,1,,3
1822,87,491.32,950,1,,1
1822,103,0,600,1,,1
1823,64,212,1150,1,,4
1824,113,0,0,1,,1
1824,113,0,0,1,,1
1824,113,0,0,1,,1
1824,113,0,0,1,,1
1824,113,0,0,1,,1
1824,113,0,0,1,,1
1824,113,0,0,1,,1
1824,113,0,0,1,,1
1824,113,0,0,1,,1
1824,113,0,0,1,,1
1824,113,0,0,1,,1
1824,113,0,0,1,,1
1825,90,415.65,0,1,,1
1825,77,41.75,0,1,,1
1825,14,120,0,1,,1
1825,14,120,0,1,,1
1825,87,491.32,0,1,,1
1825,87,491.32,0,1,,1
1826,64,212,1150,1,,1
1826,64,212,1150,1,,1
1827,88,225.35,600,1,,1
1827,94,117,600,1,,1
