IdValeSalida,NoConsecutivo,Fecha,Destino,Inventariada,Nota,Exportada,Periodo,DiezPorciento,año
6021,6021,"10/21/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6022,6022,"10/21/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6023,6023,"10/21/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6024,6024,"10/21/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6025,6025,"10/21/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6026,6026,"10/21/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6027,6027,"10/21/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6028,6028,"10/21/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6029,6029,"10/21/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6030,6030,"10/21/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6031,6031,"10/21/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6032,6032,"10/21/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6033,6033,"10/21/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6034,6034,"10/21/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6035,6035,"10/21/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6036,6036,"10/22/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6037,6037,"10/22/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6038,6038,"10/22/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6039,6039,"10/22/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6040,6040,"10/22/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6041,6041,"10/22/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6042,6042,"10/22/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6043,6043,"10/22/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6044,6044,"10/22/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6045,6045,"10/22/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6046,6046,"10/22/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6047,6047,"10/22/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6048,6048,"10/22/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6049,6049,"10/22/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6050,6050,"10/22/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6051,6051,"10/22/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6052,6052,"10/22/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6053,6053,"10/22/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6054,6054,"10/22/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6055,6055,"10/22/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6056,6056,"10/23/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6057,6057,"10/23/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6058,6058,"10/23/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6059,6059,"10/23/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6060,6060,"10/23/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6061,6061,"10/23/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6062,6062,"10/23/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6063,6063,"10/23/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6064,6064,"10/23/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6065,6065,"10/23/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6066,6066,"10/23/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6067,6067,"10/23/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6068,6068,"10/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6069,6069,"10/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6070,6070,"10/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6071,6071,"10/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6072,6072,"10/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6073,6073,"10/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6074,6074,"10/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6075,6075,"10/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6076,6076,"10/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6077,6077,"10/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6078,6078,"10/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6079,6079,"10/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6080,6080,"10/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6081,6081,"10/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6082,6082,"10/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6083,6083,"10/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6084,6084,"10/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6085,6085,"10/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6086,6086,"10/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6087,6087,"10/24/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
6088,6088,"10/25/25 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"10/2025",0,2025
7418,7418,"02/20/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7419,7419,"02/20/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7420,7420,"02/20/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7421,7421,"02/20/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7422,7422,"02/20/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7423,7423,"02/20/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7424,7424,"02/21/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7425,7425,"02/21/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7426,7426,"02/21/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7427,7427,"02/21/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7428,7428,"02/21/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7429,7429,"02/21/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7430,7430,"02/21/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7431,7431,"02/21/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7432,7432,"02/21/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7433,7433,"02/21/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7434,7434,"02/21/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7435,7435,"02/21/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7436,7436,"02/24/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7437,7437,"02/24/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7438,7438,"02/24/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7439,7439,"02/24/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7440,7440,"02/24/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7441,7441,"02/24/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7442,7442,"02/24/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7443,7443,"02/24/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7444,7444,"02/24/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7445,7445,"02/24/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7446,7446,"02/24/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7447,7447,"02/24/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7448,7448,"02/24/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7449,7449,"02/24/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7450,7450,"02/24/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7451,7451,"02/24/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7452,7452,"02/24/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7453,7453,"02/24/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7454,7454,"02/25/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7455,7455,"02/25/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7456,7456,"02/25/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7457,7457,"02/25/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7458,7458,"02/25/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7459,7459,"02/25/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7460,7460,"02/25/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7461,7461,"02/25/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7462,7462,"02/25/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7463,7463,"02/26/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7465,7464,"02/26/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7466,7466,"02/26/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7467,7467,"02/26/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7468,7468,"02/26/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7469,7469,"02/26/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7470,7470,"02/26/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7471,7471,"02/26/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7472,7472,"02/26/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7473,7473,"02/26/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7474,7474,"02/26/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7475,7475,"02/26/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7476,7476,"02/26/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7477,7477,"02/27/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7478,7478,"02/27/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7479,7479,"02/27/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7480,7480,"02/27/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7481,7481,"02/27/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7483,7482,"02/27/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7484,7484,"02/27/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7485,7485,"02/27/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7486,7486,"02/27/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7487,7487,"02/27/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7488,7488,"02/27/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
7489,7489,"02/27/26 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"2/2026",0,2026
1751,1751,"08/14/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1752,1752,"08/14/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1753,1753,"08/15/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1754,1754,"08/16/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1755,1755,"08/16/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1756,1756,"08/16/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1757,1757,"08/16/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1758,1758,"08/16/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1759,1759,"08/16/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1760,1760,"08/16/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1761,1761,"08/16/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1762,1762,"08/16/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1763,1763,"08/16/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1764,1764,"08/16/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1765,1765,"08/16/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1766,1766,"08/16/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1767,1767,"08/16/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1768,1768,"08/16/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1769,1769,"08/16/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1770,1770,"08/17/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1771,1771,"08/17/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1772,1772,"08/17/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1773,1773,"08/17/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1774,1774,"08/17/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1775,1775,"08/17/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1776,1776,"08/17/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1777,1777,"08/17/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1778,1778,"08/17/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1779,1779,"08/17/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1780,1780,"08/17/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1781,1781,"08/20/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1782,1782,"08/20/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1783,1783,"08/20/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1784,1784,"08/20/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1785,1785,"08/20/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1786,1786,"08/20/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1787,1787,"08/20/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1788,1788,"08/20/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1789,1789,"08/20/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1790,1790,"08/20/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1791,1791,"08/20/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1792,1792,"08/20/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1793,1793,"08/20/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1794,1794,"08/20/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1795,1795,"08/20/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1796,1796,"08/21/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1797,1797,"08/21/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1798,1798,"08/21/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1799,1799,"08/21/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1800,1800,"08/21/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1801,1801,"08/21/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1802,1802,"08/21/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1803,1803,"08/21/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1804,1804,"08/21/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1805,1805,"08/21/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1806,1806,"08/21/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1807,1807,"08/21/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1808,1808,"08/21/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1809,1809,"08/21/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1810,1810,"08/22/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1811,1811,"08/22/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1812,1812,"08/22/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1813,1813,"08/22/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1814,1814,"08/22/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1815,1815,"08/22/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1816,1816,"08/22/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1817,1817,"08/22/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1818,1818,"08/22/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1819,1819,"08/23/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1820,1820,"08/23/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1821,1821,"08/23/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1822,1822,"08/23/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1823,1823,"08/23/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1824,1824,"08/23/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1825,1825,"08/23/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1826,1826,"08/23/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1827,1827,"08/23/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1828,1828,"08/23/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
1829,1829,"08/24/24 00:00:00",1,1,"Vale de salida del punto de venta, dependiente de turno --> Abdul",1,"8/2024",0,2024
