idbajaspor,idbajas,IdAlmacen,Fecha,idproducto,Cantidad,Pcosto,Pventa
507,2,2,"03/15/23 00:00:00",5,1,200,280
508,2,2,"03/15/23 00:00:00",67,4,25,40
509,5,2,"03/15/23 00:00:00",142,1,120,200
510,4,2,"03/15/23 00:00:00",51,1,2000,3000
511,4,1,"03/15/23 00:00:00",54,1,1800,3500
512,4,1,"03/15/23 00:00:00",145,1,1800,3500
513,4,2,"03/15/23 00:00:00",139,6,50,200
514,2,2,"03/16/23 00:00:00",26,9,60,100
515,4,2,"03/16/23 00:00:00",54,1,1800,3500
516,8,1,"04/07/23 00:00:00",24,60,40,100
517,8,1,"04/07/23 00:00:00",152,500,5,50
518,2,2,"04/19/23 00:00:00",4,4,183,350
519,2,1,"05/07/23 00:00:00",7,10,145,350
520,2,1,"05/07/23 00:00:00",5,7,182,300
521,2,1,"05/07/23 00:00:00",1,13,109,250
522,2,1,"05/07/23 00:00:00",4,13,183,350
523,2,1,"05/07/23 00:00:00",4,2,183,350
524,6,2,"06/13/23 00:00:00",13,48,135,350
525,4,1,"06/24/23 00:00:00",13,81,135,350
526,4,1,"06/24/23 00:00:00",7,1,145,350
527,5,1,"07/05/23 00:00:00",1,1,109,250
528,5,1,"07/05/23 00:00:00",11,1,135,300
529,5,1,"07/08/23 00:00:00",17,1,580,900
530,5,1,"07/14/23 00:00:00",10,1,150,250
531,5,1,"07/14/23 00:00:00",16,2,100,200
532,5,1,"07/20/23 00:00:00",1,1,109,250
533,5,1,"08/09/23 00:00:00",1,23,109,250
534,2,1,"05/13/24 00:00:00",5,2,182,500
535,2,1,"05/13/24 00:00:00",11,19,135,500
536,2,1,"05/13/24 00:00:00",17,11,580,1200
537,2,1,"05/13/24 00:00:00",36,8,350,500
538,4,1,"05/13/24 00:00:00",32,15,180,450
539,7,1,"05/13/24 00:00:00",18,12,170,500
540,5,1,"05/13/24 00:00:00",21,12,140,450
541,5,1,"05/13/24 00:00:00",26,28,200,500
542,2,1,"05/13/24 00:00:00",28,18,170,500
543,5,1,"05/13/24 00:00:00",19,20,150,500
544,5,1,"05/13/24 00:00:00",1,83,200,500
545,2,1,"05/21/24 00:00:00",62,1,310,1000
546,2,1,"05/21/24 00:00:00",52,1,208,800
547,2,1,"05/23/24 00:00:00",61,1,310,1000
548,2,1,"05/24/24 00:00:00",52,1,208,800
549,2,1,"05/25/24 00:00:00",62,1,310,1000
550,2,1,"05/28/24 00:00:00",61,1,310,1000
551,2,1,"05/29/24 00:00:00",61,1,310,950
552,2,1,"05/29/24 00:00:00",62,1,310,950
553,2,1,"06/01/24 00:00:00",80,1,300,600
554,2,1,"06/01/24 00:00:00",61,1,310,950
555,2,1,"06/01/24 00:00:00",81,4,300,600
556,2,1,"06/01/24 00:00:00",83,2,513,1150
557,2,1,"06/01/24 00:00:00",82,4,174,700
558,2,1,"06/04/24 00:00:00",82,3,174,700
559,2,1,"06/04/24 00:00:00",52,3,208,750
560,2,1,"06/04/24 00:00:00",82,3,174,700
561,2,1,"06/18/24 00:00:00",82,3,174,700
562,2,1,"06/25/24 00:00:00",82,2,174,700
563,2,1,"06/27/24 00:00:00",52,3,208,750
564,2,1,"07/02/24 00:00:00",82,5,174,700
565,2,1,"07/09/24 00:00:00",82,2,251,700
566,2,1,"07/09/24 00:00:00",83,1,316,950
567,2,1,"07/24/24 00:00:00",61,1,310,950
568,2,1,"07/24/24 00:00:00",62,1,310,950
569,2,1,"07/24/24 00:00:00",82,6,251,700
570,2,1,"07/24/24 00:00:00",91,6,47,180
571,2,1,"08/02/24 00:00:00",90,2,415,950
572,2,1,"08/03/24 00:00:00",61,1,310,950
573,2,1,"08/07/24 00:00:00",61,5,310,950
574,2,1,"08/13/24 00:00:00",62,1,310,950
575,2,1,"08/13/24 00:00:00",91,4,47,180
576,2,1,"08/21/24 00:00:00",88,10,225,600
577,2,1,"08/24/24 00:00:00",62,1,310,950
578,2,1,"08/24/24 00:00:00",82,5,251,700
579,2,1,"08/27/24 00:00:00",91,5,47,180
580,2,1,"08/31/24 00:00:00",61,1,310,750
581,2,1,"09/03/24 00:00:00",91,4,47,180
582,2,1,"09/05/24 00:00:00",77,2,41,50
583,2,1,"09/05/24 00:00:00",61,1,310,750
584,2,1,"09/05/24 00:00:00",62,1,310,750
585,2,1,"09/05/24 00:00:00",82,3,251,700
586,2,1,"09/07/24 00:00:00",88,1,225,600
587,2,1,"09/07/24 00:00:00",113,1,0,750
588,2,1,"09/12/24 00:00:00",91,1,47,180
589,2,1,"09/14/24 00:00:00",91,6,47,180
590,2,1,"09/14/24 00:00:00",61,1,310,750
591,2,1,"09/19/24 00:00:00",52,1,208,750
592,2,1,"09/20/24 00:00:00",123,1,256,700
593,2,1,"09/21/24 00:00:00",88,5,225,600
594,2,1,"09/21/24 00:00:00",77,2,41,50
595,2,1,"09/21/24 00:00:00",82,4,251,700
596,2,1,"09/21/24 00:00:00",61,1,310,750
597,2,1,"09/21/24 00:00:00",62,1,310,750
598,2,1,"09/24/24 00:00:00",91,3,47,180
599,2,1,"09/26/24 00:00:00",52,1,208,750
600,2,1,"09/27/24 00:00:00",91,9,47,180
601,2,1,"09/28/24 00:00:00",52,1,208,750
602,2,1,"10/05/24 00:00:00",88,5,225,600
603,2,1,"10/15/24 00:00:00",61,1,310,750
604,2,1,"10/15/24 00:00:00",62,1,310,750
605,2,1,"10/17/24 00:00:00",91,3,47,180
606,2,1,"10/29/24 00:00:00",52,1,0,1100
607,2,1,"10/30/24 00:00:00",89,1,511,950
608,2,1,"11/01/24 00:00:00",109,1,243,600
609,2,1,"11/01/24 00:00:00",91,9,47,180
610,2,1,"11/01/24 00:00:00",114,1,0,350
611,2,1,"11/02/24 00:00:00",88,1,225,600
612,2,1,"11/02/24 00:00:00",61,1,310,750
613,2,1,"11/14/24 00:00:00",91,8,47,180
614,2,1,"11/19/24 00:00:00",77,2,41,50
615,2,1,"11/19/24 00:00:00",62,4,310,750
616,2,1,"11/19/24 00:00:00",135,1,0,600
617,2,1,"11/19/24 00:00:00",82,1,251,700
618,2,1,"11/19/24 00:00:00",43,2,250,700
619,2,1,"11/22/24 00:00:00",22,40,85,250
620,2,1,"11/22/24 00:00:00",135,2,0,600
621,2,1,"11/28/24 00:00:00",82,3,251,700
622,2,1,"11/28/24 00:00:00",91,9,47,180
623,2,1,"12/10/24 00:00:00",109,1,243,600
624,2,1,"12/11/24 00:00:00",77,1,41,50
625,2,1,"12/11/24 00:00:00",62,5,310,750
626,2,1,"12/17/24 00:00:00",61,1,310,750
627,2,1,"12/21/24 00:00:00",91,7,47,180
628,2,1,"12/26/24 00:00:00",4,4,252,750
629,2,1,"12/26/24 00:00:00",73,2,260,700
630,2,1,"12/26/24 00:00:00",10,3,0,650
631,2,1,"12/28/24 00:00:00",61,1,310,750
632,2,1,"12/28/24 00:00:00",91,6,47,180
633,2,1,"01/17/25 00:00:00",91,6,47,180
634,2,1,"01/30/25 00:00:00",91,6,47,180
635,2,1,"02/04/25 00:00:00",52,1,0,650
636,2,1,"02/07/25 00:00:00",87,1,491,950
637,2,1,"02/08/25 00:00:00",91,6,47,180
638,2,1,"02/08/25 00:00:00",87,1,491,950
639,2,1,"02/08/25 00:00:00",158,1,0,750
640,2,1,"02/21/25 00:00:00",162,2,0,750
641,2,1,"02/21/25 00:00:00",77,1,41,50
642,2,1,"02/21/25 00:00:00",158,1,0,750
643,2,1,"02/25/25 00:00:00",52,7,0,650
644,2,1,"03/07/25 00:00:00",110,1,162,600
645,2,1,"03/13/25 00:00:00",52,2,0,650
646,2,1,"04/26/25 00:00:00",52,2,0,650
647,2,1,"04/30/25 00:00:00",158,2,0,750
648,2,1,"04/30/25 00:00:00",163,2,0,700
649,2,1,"05/10/25 00:00:00",158,1,0,750
650,2,1,"06/28/25 00:00:00",163,1,0,700
651,2,1,"06/28/25 00:00:00",160,1,0,950
652,2,1,"07/09/25 00:00:00",160,1,0,950
653,2,1,"07/12/25 00:00:00",139,8,0,750
654,2,1,"07/12/25 00:00:00",52,2,0,650
655,7,1,"08/01/25 00:00:00",9,25,80,500
656,7,1,"08/01/25 00:00:00",121,11,0,600
657,7,1,"08/01/25 00:00:00",164,22,215,600
658,8,1,"08/14/25 00:00:00",64,24,212,1150
659,7,1,"08/16/25 00:00:00",182,6,0,600
660,7,1,"08/19/25 00:00:00",173,7,0,1250
661,7,1,"08/19/25 00:00:00",188,6,0,1150
662,7,1,"08/19/25 00:00:00",53,34,0,1000
663,7,1,"08/19/25 00:00:00",55,1,0,1500
664,2,1,"10/02/25 00:00:00",193,1,0,1300
665,2,1,"10/09/25 00:00:00",202,7,0,2000
666,2,1,"10/10/25 00:00:00",199,1,0,850
667,2,1,"10/11/25 00:00:00",198,1,0,750
668,2,1,"10/14/25 00:00:00",187,1,0,700
669,2,1,"10/14/25 00:00:00",191,2,0,500
670,2,1,"10/25/25 00:00:00",61,1,310,750
671,2,1,"10/25/25 00:00:00",111,34,0,850
672,2,1,"10/25/25 00:00:00",116,9,0,600
673,2,1,"11/01/25 00:00:00",187,1,0,700
674,2,1,"11/01/25 00:00:00",61,1,310,750
675,2,1,"11/04/25 00:00:00",196,1,0,1600
676,5,1,"11/08/25 00:00:00",1,48,200,650
677,2,1,"11/08/25 00:00:00",193,2,0,1700
678,2,1,"11/08/25 00:00:00",192,1,0,1500
679,2,1,"12/09/25 00:00:00",206,1,0,700
680,2,1,"12/16/25 00:00:00",210,1,0,1500
681,8,1,"12/18/25 00:00:00",192,22,0,1500
682,2,1,"12/18/25 00:00:00",186,3,0,750
683,2,1,"12/18/25 00:00:00",210,2,0,1500
684,2,1,"12/20/25 00:00:00",208,3,0,1150
685,2,1,"12/25/25 00:00:00",186,3,0,750
686,2,1,"12/25/25 00:00:00",206,1,0,700
687,2,1,"12/27/25 00:00:00",186,1,0,750
688,2,1,"12/27/25 00:00:00",214,1,0,1150
689,2,1,"12/30/25 00:00:00",159,3,0,700
690,2,1,"01/20/26 00:00:00",210,1,0,1500
691,2,1,"01/22/26 00:00:00",206,1,0,700
692,2,1,"01/24/26 00:00:00",208,1,0,1150
693,2,1,"01/28/26 00:00:00",214,1,0,1150
694,2,1,"01/28/26 00:00:00",194,1,0,1600
695,2,1,"02/06/26 00:00:00",206,1,0,700
696,2,1,"02/17/26 00:00:00",210,1,0,1500
697,8,2,"02/26/26 00:00:00",4,1,252,750
698,8,1,"02/26/26 00:00:00",20,1,200,450
699,8,1,"02/26/26 00:00:00",20,22,200,450
700,8,1,"02/26/26 00:00:00",49,21,250,500
701,8,1,"02/26/26 00:00:00",180,15,0,750
702,8,1,"02/26/26 00:00:00",104,18,0,1150
703,8,1,"02/26/26 00:00:00",212,11,0,700
704,8,1,"02/26/26 00:00:00",70,41,250,650
705,8,1,"02/26/26 00:00:00",139,3,0,750
706,8,1,"02/26/26 00:00:00",1,17,200,650
707,8,1,"02/26/26 00:00:00",183,4,0,650
708,8,1,"02/26/26 00:00:00",211,15,0,650
709,8,1,"02/26/26 00:00:00",189,2,0,750
710,8,1,"02/26/26 00:00:00",7,8,145,750
711,8,1,"02/26/26 00:00:00",221,8,0,600
712,8,1,"02/26/26 00:00:00",152,18,0,900
713,8,1,"02/26/26 00:00:00",34,9,0,600
714,8,1,"02/28/26 00:00:00",154,35,0,750
715,8,1,"02/28/26 00:00:00",110,151,162,600
716,2,1,"03/07/26 00:00:00",214,1,0,1150
717,8,1,"03/12/26 00:00:00",196,9,0,1600
718,8,1,"03/14/26 00:00:00",50,56,0,600
719,8,1,"03/14/26 00:00:00",125,160,0,500
720,8,2,"03/14/26 00:00:00",50,58,0,600
721,2,1,"03/28/26 00:00:00",206,2,0,950
722,1,1,"04/02/26 00:00:00",214,8,0,1150
723,2,1,"04/02/26 00:00:00",197,8,0,1100
724,2,1,"04/02/26 00:00:00",198,4,0,1050
725,2,1,"04/02/26 00:00:00",199,10,0,1150
726,2,1,"04/02/26 00:00:00",200,10,0,1150
727,2,1,"04/02/26 00:00:00",165,20,0,650
728,2,1,"04/02/26 00:00:00",149,1,0,500
729,2,1,"04/02/26 00:00:00",7,2,0,750
730,2,1,"04/02/26 00:00:00",66,15,290,750
731,2,1,"04/02/26 00:00:00",69,45,300,700
732,2,1,"04/02/26 00:00:00",141,4,0,700
733,2,1,"04/02/26 00:00:00",73,7,260,700
734,2,1,"04/02/26 00:00:00",43,19,250,700
735,2,1,"04/02/26 00:00:00",51,21,300,700
736,2,1,"04/02/26 00:00:00",215,7,470,950
737,2,1,"04/02/26 00:00:00",36,49,250,800
738,2,1,"04/02/26 00:00:00",37,65,250,800
739,2,1,"04/02/26 00:00:00",38,72,250,800
740,2,1,"04/02/26 00:00:00",44,22,180,600
741,2,1,"04/02/26 00:00:00",178,17,0,650
742,2,1,"04/02/26 00:00:00",202,1,0,2000
743,2,1,"04/02/26 00:00:00",166,16,0,600
744,2,1,"04/02/26 00:00:00",42,79,110,500
745,2,1,"04/02/26 00:00:00",16,28,100,600
746,2,1,"04/02/26 00:00:00",22,77,85,250
747,2,1,"04/04/26 00:00:00",61,43,310,750
748,2,1,"04/04/26 00:00:00",62,73,310,750
749,2,1,"04/04/26 00:00:00",80,2,300,600
750,2,1,"04/04/26 00:00:00",193,27,0,1700
751,2,1,"04/04/26 00:00:00",59,60,240,920
752,2,1,"04/04/26 00:00:00",58,28,288,1000
753,2,1,"04/04/26 00:00:00",57,35,212,880
754,2,1,"04/04/26 00:00:00",89,30,511,950
755,2,1,"04/04/26 00:00:00",13,14,135,750
756,2,1,"04/04/26 00:00:00",27,17,180,750
757,2,1,"04/04/26 00:00:00",84,2,536,950
758,2,1,"04/04/26 00:00:00",40,4,200,800
759,2,1,"04/04/26 00:00:00",41,10,200,800
760,2,1,"04/04/26 00:00:00",135,33,0,500
761,2,1,"04/04/26 00:00:00",91,47,47,180
762,2,1,"04/04/26 00:00:00",148,44,0,180
763,2,1,"04/04/26 00:00:00",150,1,0,1300
764,2,1,"04/04/26 00:00:00",86,50,349,700
765,2,1,"04/04/26 00:00:00",158,9,0,750
766,2,1,"04/04/26 00:00:00",160,1,0,950
767,2,1,"04/04/26 00:00:00",187,8,0,700
768,2,1,"04/04/26 00:00:00",109,6,243,600
769,2,1,"04/04/26 00:00:00",163,3,0,700
770,2,1,"04/08/26 00:00:00",210,2,0,1750
771,2,1,"04/09/26 00:00:00",214,1,0,1150
772,2,1,"04/09/26 00:00:00",208,1,0,1150
773,2,1,"04/11/26 00:00:00",206,4,0,950
774,2,1,"04/14/26 00:00:00",216,1,0,1600
775,2,1,"04/17/26 00:00:00",4,2,0,1150
776,2,2,"04/17/26 00:00:00",50,2,0,600
777,2,1,"04/17/26 00:00:00",214,2,0,1150
778,8,2,"04/17/26 00:00:00",50,45,0,600
779,2,1,"04/25/26 00:00:00",208,4,0,1150
780,2,1,"04/28/26 00:00:00",214,1,0,1150
781,4,1,"05/06/26 00:00:00",211,8,0,650
782,2,1,"05/22/26 00:00:00",196,1,0,1600
783,8,1,"05/26/26 00:00:00",50,34,0,600
784,2,1,"06/02/26 00:00:00",115,33,0,600
785,2,1,"06/02/26 00:00:00",103,1,0,600
786,2,1,"06/02/26 00:00:00",157,1,0,600
787,2,1,"06/02/26 00:00:00",157,4,0,600
788,2,1,"06/02/26 00:00:00",179,9,0,600
789,2,1,"06/02/26 00:00:00",94,16,0,700
790,2,1,"06/02/26 00:00:00",196,6,0,1600
791,2,1,"06/02/26 00:00:00",195,2,0,1600
792,2,1,"06/04/26 00:00:00",139,39,0,750
793,2,1,"06/04/26 00:00:00",184,24,0,700
794,2,1,"06/04/26 00:00:00",189,11,0,750
795,2,2,"06/04/26 00:00:00",4,71,0,1250
796,2,1,"06/04/26 00:00:00",216,4,0,1600
797,2,1,"06/04/26 00:00:00",217,5,0,1600
798,2,1,"06/04/26 00:00:00",223,25,0,1150
799,2,1,"06/04/26 00:00:00",206,42,0,1150
800,2,1,"06/04/26 00:00:00",208,8,0,1150
801,2,1,"06/04/26 00:00:00",214,4,0,1150
802,2,1,"06/04/26 00:00:00",10,8,0,650
803,2,1,"06/04/26 00:00:00",71,38,0,750
804,2,1,"06/04/26 00:00:00",72,50,0,750
805,2,1,"06/04/26 00:00:00",212,11,0,850
806,2,1,"06/04/26 00:00:00",137,68,0,50
807,2,1,"06/04/26 00:00:00",155,24,0,750
808,2,1,"06/04/26 00:00:00",222,2,0,900
809,2,1,"06/04/26 00:00:00",152,1,0,900
810,2,1,"06/11/26 00:00:00",206,1,0,1150
811,2,1,"06/13/26 00:00:00",216,1,0,1600
812,2,1,"06/19/26 00:00:00",223,1,0,1150
813,2,1,"06/30/26 00:00:00",208,1,0,1400
814,2,1,"06/30/26 00:00:00",10,1,0,650
815,2,1,"06/30/26 00:00:00",196,1,0,1950
816,2,1,"07/07/26 00:00:00",181,4,0,2200
